confidence,duplicate_basis,job_id_1,job_id_2,title,location,advertiser_1,advertiser_2,salary_1,salary_2,description_similarity
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1861737,1859569,Accounts and Client Manager,Devon,Michael Page Finance,Michael Page Finance,40000.00 | 55000.00 | Annual,40000.00 | 55000.00 | Annual,0.969
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1861737,1859587,Accounts and Client Manager,Devon,Michael Page Finance,Michael Page Finance,40000.00 | 55000.00 | Annual,40000.00 | 55000.00 | Annual,0.979
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1861737,1860885,Accounts and Client Manager,Devon,Michael Page Finance,Michael Page Finance,40000.00 | 55000.00 | Annual,40000.00 | 55000.00 | Annual,0.974
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1860778,1860828,Accounts Assistant,Devon,Michael Page Finance,Michael Page Finance,Annual,Annual,0.980
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1950210,1949869,Accounts Semi Senior,Kent,TPF Recruitment,TPF Recruitment,Annual,Annual,0.868
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,107933996,107934008,Adult Clinical Lead,Staffordshire,Leaders In Care Recruitment Ltd,Leaders In Care Recruitment Ltd,50000.00 | 50000.00 | Annual,50000.00 | 50000.00 | Annual,0.910
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1861738,1859652,Agricultural Accounts Manager,Devon,Michael Page Finance,Michael Page Finance,45000.00 | 58000.00 | Annual,45000.00 | 58000.00 | Annual,0.978
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1861742,1859652,Agricultural Accounts Manager,Devon,Michael Page Finance,Michael Page Finance,45000.00 | 58000.00 | Annual,45000.00 | 58000.00 | Annual,0.978
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1861742,1861738,Agricultural Accounts Manager,Devon,Michael Page Finance,Michael Page Finance,45000.00 | 58000.00 | Annual,45000.00 | 58000.00 | Annual,0.978
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1862237,1859652,Agricultural Accounts Manager,Devon,Michael Page Finance,Michael Page Finance,45000.00 | 58000.00 | Annual,45000.00 | 58000.00 | Annual,0.978
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1862237,1861738,Agricultural Accounts Manager,Devon,Michael Page Finance,Michael Page Finance,45000.00 | 58000.00 | Annual,45000.00 | 58000.00 | Annual,0.978
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1862237,1861742,Agricultural Accounts Manager,Devon,Michael Page Finance,Michael Page Finance,45000.00 | 58000.00 | Annual,45000.00 | 58000.00 | Annual,0.978
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1862311,1859652,Agricultural Accounts Manager,Devon,Michael Page Finance,Michael Page Finance,45000.00 | 58000.00 | Annual,45000.00 | 58000.00 | Annual,0.982
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1862311,1861738,Agricultural Accounts Manager,Devon,Michael Page Finance,Michael Page Finance,45000.00 | 58000.00 | Annual,45000.00 | 58000.00 | Annual,0.981
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1862311,1861742,Agricultural Accounts Manager,Devon,Michael Page Finance,Michael Page Finance,45000.00 | 58000.00 | Annual,45000.00 | 58000.00 | Annual,0.980
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1862311,1862237,Agricultural Accounts Manager,Devon,Michael Page Finance,Michael Page Finance,45000.00 | 58000.00 | Annual,45000.00 | 58000.00 | Annual,0.977
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1862327,1859810,Agricultural Senior Manager,Devon,Michael Page Finance,Michael Page Finance,55000.00 | 70000.00 | Annual,55000.00 | 70000.00 | Annual,0.981
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62575,20279_62575-7190aefafbcc0317f221abc012c437ee,Apprentice Sales Advisor,Mid Glamorgan,EE,EE,Annual,Annual,0.988
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843,20279_62843-b6a5abb8cb239edda734f83e02af7151,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.988
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-41cdf25d056349db306149492f169b31,20279_62843,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.988
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-41cdf25d056349db306149492f169b31,20279_62843-59c59f9b3c520d22bb5c2866f13441cf,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.989
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-41cdf25d056349db306149492f169b31,20279_62843-6244596d725e8bfdfd2d12eee2f9a237,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.987
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-41cdf25d056349db306149492f169b31,20279_62843-9590fcbeb2a607842ad3c14eab014f49,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.988
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-41cdf25d056349db306149492f169b31,20279_62843-97dd20c4ebf6ff9280a87b3c8decd99f,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.988
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-41cdf25d056349db306149492f169b31,20279_62843-b3dfc7fb9161b3eb7c4abe3945172d88,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.986
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-41cdf25d056349db306149492f169b31,20279_62843-b6a5abb8cb239edda734f83e02af7151,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.989
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-41cdf25d056349db306149492f169b31,20279_62843-ef7f539b8e9ba33cad21e044c32527c2,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.986
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-59c59f9b3c520d22bb5c2866f13441cf,20279_62843,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.988
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-59c59f9b3c520d22bb5c2866f13441cf,20279_62843-6244596d725e8bfdfd2d12eee2f9a237,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.989
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-59c59f9b3c520d22bb5c2866f13441cf,20279_62843-9590fcbeb2a607842ad3c14eab014f49,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.988
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-59c59f9b3c520d22bb5c2866f13441cf,20279_62843-97dd20c4ebf6ff9280a87b3c8decd99f,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.988
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-59c59f9b3c520d22bb5c2866f13441cf,20279_62843-b3dfc7fb9161b3eb7c4abe3945172d88,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.987
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-59c59f9b3c520d22bb5c2866f13441cf,20279_62843-b6a5abb8cb239edda734f83e02af7151,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.989
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-59c59f9b3c520d22bb5c2866f13441cf,20279_62843-ef7f539b8e9ba33cad21e044c32527c2,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.987
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-6244596d725e8bfdfd2d12eee2f9a237,20279_62843,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.987
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-6244596d725e8bfdfd2d12eee2f9a237,20279_62843-9590fcbeb2a607842ad3c14eab014f49,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.987
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-6244596d725e8bfdfd2d12eee2f9a237,20279_62843-97dd20c4ebf6ff9280a87b3c8decd99f,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.987
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-6244596d725e8bfdfd2d12eee2f9a237,20279_62843-b3dfc7fb9161b3eb7c4abe3945172d88,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.986
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-6244596d725e8bfdfd2d12eee2f9a237,20279_62843-b6a5abb8cb239edda734f83e02af7151,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.988
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-9590fcbeb2a607842ad3c14eab014f49,20279_62843,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.987
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-9590fcbeb2a607842ad3c14eab014f49,20279_62843-b3dfc7fb9161b3eb7c4abe3945172d88,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.986
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-9590fcbeb2a607842ad3c14eab014f49,20279_62843-b6a5abb8cb239edda734f83e02af7151,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.988
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-97dd20c4ebf6ff9280a87b3c8decd99f,20279_62843,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.986
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-97dd20c4ebf6ff9280a87b3c8decd99f,20279_62843-9590fcbeb2a607842ad3c14eab014f49,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.988
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-97dd20c4ebf6ff9280a87b3c8decd99f,20279_62843-b3dfc7fb9161b3eb7c4abe3945172d88,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.987
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-97dd20c4ebf6ff9280a87b3c8decd99f,20279_62843-b6a5abb8cb239edda734f83e02af7151,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.986
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-b3dfc7fb9161b3eb7c4abe3945172d88,20279_62843,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.987
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-b3dfc7fb9161b3eb7c4abe3945172d88,20279_62843-b6a5abb8cb239edda734f83e02af7151,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.986
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-ef7f539b8e9ba33cad21e044c32527c2,20279_62843,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.989
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-ef7f539b8e9ba33cad21e044c32527c2,20279_62843-6244596d725e8bfdfd2d12eee2f9a237,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.988
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-ef7f539b8e9ba33cad21e044c32527c2,20279_62843-9590fcbeb2a607842ad3c14eab014f49,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.987
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-ef7f539b8e9ba33cad21e044c32527c2,20279_62843-97dd20c4ebf6ff9280a87b3c8decd99f,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.988
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-ef7f539b8e9ba33cad21e044c32527c2,20279_62843-b3dfc7fb9161b3eb7c4abe3945172d88,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.987
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62843-ef7f539b8e9ba33cad21e044c32527c2,20279_62843-b6a5abb8cb239edda734f83e02af7151,Apprentice Sales Advisor,Tyne And Wear,EE,EE,Annual,Annual,0.988
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,107875874,107875695,Aspiring Child Psychologist,Surrey,Academics,Academics,93.00 | 110.00 | Daily,93.00 | 110.00 | Daily,0.926
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,107840440,107888928,Aspiring Educational Psychologist,Surrey,Academics,Academics,93.00 | 105.00 | Daily,93.00 | 105.00 | Daily,0.892
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,107926898,107933730,Aspiring Educational Psychologist,Sussex,Academics,Academics,93.00 | 105.00 | Daily,93.00 | 105.00 | Daily,0.910
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1859537,1859603,Audit and Accounts Senior,Devon,Michael Page Finance,Michael Page Finance,36000.00 | 42000.00 | Annual,36000.00 | 42000.00 | Annual,0.980
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1933627,1933624,Audit Senior,Somerset,Pro-Finance,Pro-Finance,35000.00 | 45000.00 | Annual,35000.00 | 45000.00 | Annual,0.978
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1912120,1912698,Bank Support Worker,Essex,Cygnet,Cygnet,Hourly,Hourly,0.841
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,698050760842359603237341,698050760842359603237340,Bank Support Worker,Essex,Avenues Group,Avenues Group,Annual,Annual,0.988
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,110063333364727808037341,110063333364727808037340,Bank Support Worker,Kent,Avenues Group,Avenues Group,Annual,Annual,0.994
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,810471591662688665637341,810471591662688665637340,Bank Support Worker,Norfolk,Avenues Group,Avenues Group,Annual,Annual,0.991
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,432859400156217344037340,500724556357435392037340,Bank Support Worker,Suffolk,Avenues Group,Avenues Group,Annual,Annual,0.980
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1879250,1879508,Bookkeeper - part time varied role with flexibility,Suffolk,Reed,Reed,Annual,Annual,0.991
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1893830,1893827,Bookkeeping & Accounts Clerk,Dorset,Reed,Reed,Annual,Annual,0.992
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1851018,1851011,Branch Manager,Devon,AMR - Specialist Property Recruiters,AMR - Specialist Property Recruiters,30000.00 | 30000.00 | Annual,30000.00 | 30000.00 | Annual,0.985
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,1898961,1899034,Broker Manager,Hampshire,M2 Professional Recruitment Services Ltd,M2 Professional Recruitment Services Ltd,Annual,Annual,0.976
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,107933103,107933104,Business Development Consultant - Graduate or Graduate Calibre,Gloucestershire,Celsius Graduate Recruitment,Celsius Graduate Recruitment,50000.00 | 50000.00 | Annual,50000.00 | 50000.00 | Annual,0.937
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,107781802,107781803,Business Development Consultant - Graduate or Graduate Calibre,Sussex,Celsius Graduate Recruitment,Celsius Graduate Recruitment,50000.00 | 50000.00 | Annual,50000.00 | 50000.00 | Annual,0.935
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,107781802,107781804,Business Development Consultant - Graduate or Graduate Calibre,Sussex,Celsius Graduate Recruitment,Celsius Graduate Recruitment,50000.00 | 50000.00 | Annual,50000.00 | 50000.00 | Annual,0.935
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,107781804,107781803,Business Development Consultant - Graduate or Graduate Calibre,Sussex,Celsius Graduate Recruitment,Celsius Graduate Recruitment,50000.00 | 50000.00 | Annual,50000.00 | 50000.00 | Annual,0.935
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,107932830,107781802,Business Development Consultant - Graduate or Graduate Calibre,Sussex,Celsius Graduate Recruitment,Celsius Graduate Recruitment,50000.00 | 50000.00 | Annual,50000.00 | 50000.00 | Annual,0.937
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,107932830,107781803,Business Development Consultant - Graduate or Graduate Calibre,Sussex,Celsius Graduate Recruitment,Celsius Graduate Recruitment,50000.00 | 50000.00 | Annual,50000.00 | 50000.00 | Annual,0.937
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,107932830,107781804,Business Development Consultant - Graduate or Graduate Calibre,Sussex,Celsius Graduate Recruitment,Celsius Graduate Recruitment,50000.00 | 50000.00 | Annual,50000.00 | 50000.00 | Annual,0.929
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62802-89740a075c6163b74ea2c52702062e5d,20279_62802-068b75aa1a01511b177e669750cffe5a,Call Centre Agent,Mid Glamorgan,EE,EE,Annual,Annual,0.989
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62587-89740a075c6163b74ea2c52702062e5d,20279_62587-bfc8f1e6df89e3f82c401f5fd9bfa1f6,Call Centre Agent - Uncapped Commission,Angus,EE,EE,Annual,Annual,0.988
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62587-89740a075c6163b74ea2c52702062e5d,20279_62587-c101b319bc137225fafa61aeaba6dc30,Call Centre Agent - Uncapped Commission,Angus,EE,EE,Annual,Annual,0.987
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62587-bfc8f1e6df89e3f82c401f5fd9bfa1f6,20279_62587-c101b319bc137225fafa61aeaba6dc30,Call Centre Agent - Uncapped Commission,Angus,EE,EE,Annual,Annual,0.989
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62648-22e23270f8ebd14d8abcf367c9b0bdc1,20279_62648-89740a075c6163b74ea2c52702062e5d,Call Centre Agent - Uncapped Commission,Cheshire,EE,EE,Annual,Annual,0.990
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62648-97868bcab5ea2ebd43f55cf59028e39c,20279_62648-22e23270f8ebd14d8abcf367c9b0bdc1,Call Centre Agent - Uncapped Commission,Cheshire,EE,EE,Annual,Annual,0.989
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62648-97868bcab5ea2ebd43f55cf59028e39c,20279_62648-89740a075c6163b74ea2c52702062e5d,Call Centre Agent - Uncapped Commission,Cheshire,EE,EE,Annual,Annual,0.990
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62648-97868bcab5ea2ebd43f55cf59028e39c,20279_62648-acae1f6c5bc74101c4f7e20ffb81ad67,Call Centre Agent - Uncapped Commission,Cheshire,EE,EE,Annual,Annual,0.989
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62648-97868bcab5ea2ebd43f55cf59028e39c,20279_62648-ca303eac9d601a8b4b3e2629f842f6a8,Call Centre Agent - Uncapped Commission,Cheshire,EE,EE,Annual,Annual,0.993
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62648-97868bcab5ea2ebd43f55cf59028e39c,20279_62648-fb5fb9f58e831eea55d967facf062f17,Call Centre Agent - Uncapped Commission,Cheshire,EE,EE,Annual,Annual,0.989
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62648-acae1f6c5bc74101c4f7e20ffb81ad67,20279_62648-22e23270f8ebd14d8abcf367c9b0bdc1,Call Centre Agent - Uncapped Commission,Cheshire,EE,EE,Annual,Annual,0.989
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62648-acae1f6c5bc74101c4f7e20ffb81ad67,20279_62648-89740a075c6163b74ea2c52702062e5d,Call Centre Agent - Uncapped Commission,Cheshire,EE,EE,Annual,Annual,0.989
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62648-acae1f6c5bc74101c4f7e20ffb81ad67,20279_62648-fb5fb9f58e831eea55d967facf062f17,Call Centre Agent - Uncapped Commission,Cheshire,EE,EE,Annual,Annual,0.990
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62648-ca303eac9d601a8b4b3e2629f842f6a8,20279_62648-22e23270f8ebd14d8abcf367c9b0bdc1,Call Centre Agent - Uncapped Commission,Cheshire,EE,EE,Annual,Annual,0.989
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62648-ca303eac9d601a8b4b3e2629f842f6a8,20279_62648-89740a075c6163b74ea2c52702062e5d,Call Centre Agent - Uncapped Commission,Cheshire,EE,EE,Annual,Annual,0.990
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62648-ca303eac9d601a8b4b3e2629f842f6a8,20279_62648-acae1f6c5bc74101c4f7e20ffb81ad67,Call Centre Agent - Uncapped Commission,Cheshire,EE,EE,Annual,Annual,0.990
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62648-ca303eac9d601a8b4b3e2629f842f6a8,20279_62648-fb5fb9f58e831eea55d967facf062f17,Call Centre Agent - Uncapped Commission,Cheshire,EE,EE,Annual,Annual,0.990
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62648-f95fb0abe95ec1d699d270ffff941d6f,20279_62648-22e23270f8ebd14d8abcf367c9b0bdc1,Call Centre Agent - Uncapped Commission,Cheshire,EE,EE,Annual,Annual,0.989
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62648-f95fb0abe95ec1d699d270ffff941d6f,20279_62648-89740a075c6163b74ea2c52702062e5d,Call Centre Agent - Uncapped Commission,Cheshire,EE,EE,Annual,Annual,0.989
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62648-f95fb0abe95ec1d699d270ffff941d6f,20279_62648-97868bcab5ea2ebd43f55cf59028e39c,Call Centre Agent - Uncapped Commission,Cheshire,EE,EE,Annual,Annual,0.989
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62648-f95fb0abe95ec1d699d270ffff941d6f,20279_62648-acae1f6c5bc74101c4f7e20ffb81ad67,Call Centre Agent - Uncapped Commission,Cheshire,EE,EE,Annual,Annual,0.990
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62648-f95fb0abe95ec1d699d270ffff941d6f,20279_62648-ca303eac9d601a8b4b3e2629f842f6a8,Call Centre Agent - Uncapped Commission,Cheshire,EE,EE,Annual,Annual,0.989
LIKELY_DUPLICATE,same title/location/advertiser + salary + very similar description,20279_62648-f95fb0abe95ec1d699d270ffff941d6f,20279_62648-fb5fb9f58e831eea55d967facf062f17,Call Centre Agent - Uncapped Commission,Cheshire,EE,EE,Annual,Annual,0.989
