market,display_reference,title,decision,reason,salary_bucket,jobg8_classification,description_excerpt
Northamptonshire,1982316,HR Administrator (Northampton Students Union Students Only),LIKELY_IN,family title is a strong inclusion signal,missing/unknown,Administration,"<p>We are looking for a HR Administrator to support us deliver our enabling strategy within our staff team! Flexible around your hours of study, the role involves the administration work to support our HR and Administrative Manager in our HR Department.</p> <p>Principal Responsibilities:</p> <p>1. Entering employment data into the company spreadsheet</p> <p>2. Setting up new employees on our HR system.</p> <p>3. Assisting the HR and Administration Manager with the hiring process. For example:</p> <p> Creating job adverts on the company website.</p> <p> Organising interviews</p> <p> Preparing onboarding documents</p> <p>4. Amending policies and procedures as directed by the HR operations comm"
Hampshire,1859986,Senior HR Advisor,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p>Are you an experienced HR professional looking for a varied role where you can combine complex employee relations, management coaching, and team leadership?<br />Were seeking a Senior HR Advisor to join its supportive and forward-thinking HR team. This is an excellent opportunity for an HR professional who enjoys tackling challenging people issues, influencing senior stakeholders and developing management capability across the organisation.<br />The OpportunityReporting to the Head of HR, you'll play a key role in delivering a high-quality HR service across the organisation. You'll provide expert employment law advice, lead on complex employee relations cases, support organisational chang"
Hampshire,1860121,HR Manager,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p>A large and well-established organisation is seeking an experienced HR Manager to lead the delivery of a high-quality HR service across a busy multi-site environment.Reporting to the senior HR leadership team, you will manage a small HR team and partner closely with managers to provide expert advice on employee relations, workforce planning, policy implementation, and organisational change.Key Responsibilities</p> <ul> <li>Lead, coach and develop an HR Business Partner and HR Administrator.</li> <li>Provide expert guidance on employee relations cases, including disciplinary, grievance, capability and absence management.</li> <li>Support managers with complex HR matters and investigations."
Hampshire,1875148,HR and Operations Manager,BORDERLINE,description-led family signal needs advert review,missing/unknown,HR / Recruitment,"<p>Sheridan Maine are looking for an HR and Operations Manager to join an organisation in the Andover area, taking responsibility for the day to day operational and HR management of the business.</p> <p>The role will involve working closely with senior management and the wider team, ensuring the smooth running of the business and that operational, HR and Health & Safety processes are well managed and compliant.</p> <p>Responsibilities of the HR and Operations Manager role include; </p><ul> <li>Managing the day to day operations of the business</li> <li>Overseeing and improving operational processes and procedures</li> <li>Supporting HR administration, including recruitment, onboarding and em"
Hampshire,1871498,HR Administrator,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,HR / Recruitment,"<p><strong>HR Administrator </strong></p> <p>Location: Lyndhurst / Hybrid</p> <p>Salary: £26,635 - £27,380 per annum with potential progression to above £27,381 and up to £30,372 where the progression criteria are met</p> <p>Permanent Part time - Monday, Tuesday, Thursday and Friday - full days (29.5 hours per week)</p> <p>We looking for an experienced and highly organised HR Administrator to join our busy and varied HR team. No two days are the same in this fast-paced role. Working as part of a team of five, you will provide efficient, accurate and customer-focused HR administration support across the Client.</p> <p>The role</p> <ul> <li>Creating and managing job adverts</li> <li>Recruitmen"
Hampshire,1898349,HR Business Partner,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p><strong>HR Business Partner </strong></p> <p><strong>Permanent opportunity </strong></p> <p>Southampton Hybrid (2 days per week in office) </p> <p>Regular international travel required </p> <p>Up to £75,000 + benefits</p> <p><strong>The Opportunity</strong></p> <p>An exciting opportunity has arisen for an experienced HR Business Partner to join a fast-growing, technology-driven organisation operating on a global scale.</p> <p>Partnering with a specialist business division and its leadership team, you will play a pivotal role in driving the people agenda, supporting organisational growth, developing talent, and embedding a high-performance culture. This is a commercially focused HRBP role "
Hampshire,107924346,Education Recruitment Consultant,OUT_SPECIALIST,specialist/senior title boundary,£30k–£40k,HR / Recruitment,"<p><strong>Education Recruitment Consultant - Education Sector<br></strong><strong>Office based in Ocean Village, Southampton</strong><br><strong>Free parking - must drive</strong><br> <br> Academics are looking for a hardworking and driven Education Recruitment Consultant to join our Southampton office which is based in Ocean Village by the marina click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?nbYVUHO1tX4yTq9CMB%2fZ3Lobv0lOOx8%2fz"" width=""0"" height=""0"" />"
Hampshire,1900941,HR Manager / ER Specialist,OUT_SALARY,"annualised salary exceeds £50,000",">£50,000 OUT",HR / Recruitment,"<p><strong>HR Manager - Employee Relations & Special Projects</strong><br /><strong>Location:</strong> Portsmouth with Travel required to other sites <br /><strong>Working pattern:</strong> Hybrid, with occasional travel to other business premises<br /><strong>Salary:</strong> £50000 - £55000<br /><strong>Plus Fantastic benefits </strong></p> <p>Dynamite Recruitment is currently supporting a growing and highly established organisation with the appointment of an experienced HR Manager/ ER Specialistto join their HR function.</p> <p> This is an excellent opportunity for an experienced HR professional who enjoys working across both Employee Relations and wider strategic HR projects, and who wan"
Hampshire,1907171,Part-time Interim HR Manager,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p>We are seeking an experienced Interim HR Manager to support an organisation through a significant period of organisational change.Working closely with the Senior Leadership Team, you will lead and advise on a defined change programme, providing expert guidance on consultation activity, organisational restructuring and potential redundancies. Alongside this, you will contribute to wider strategic HR initiatives, including policy development and organisational planning.</p> <p>Key Responsibilities</p> <ul> <li>Lead and manage organisational change and consultation processes for a designated client group.</li> <li>Provide expert advice and support on restructuring, redundancy and employee re"
Hampshire,1927399,Employee Relations Specialist,OUT_SALARY,"annualised salary exceeds £50,000",">£50,000 OUT",HR / Recruitment,"<p><strong>Employee Relations Specialist</strong><br /><strong>Location:</strong> Portsmouth with Travel required to other sites <br /><strong>Working pattern:</strong> Hybrid, with occasional travel to other business premises<br /><strong>Salary:</strong> £50000 - £55000<br /><strong>Plus Fantastic benefits </strong></p> <p>Dynamite Recruitment is currently supporting a growing and highly established organisation with the appointment of an experienced HR Manager/ ER Specialistto join their HR function.</p> <p> This is an excellent opportunity for an experienced HR professional who enjoys working across both Employee Relations and wider strategic HR projects, and who wants a role where they "
Hampshire,1927895,HR Manager,OUT_SPECIALIST,specialist/senior title boundary,"£40k–£50,000",HR / Recruitment,"<p>An exciting opportunity has arisen for an experienced HR professional to join a values-led organisation as HR Manager. This is a broad and varied role, offering the chance to lead people initiatives, support senior leaders and drive positive organisational change. </p> <p>The Role</p> <ul> <li>Lead and develop the organisation's people strategy and HR initiatives. </li> <li>Partner with senior leaders to enhance culture, engagement and employee experience. </li> <li>Provide expert advice and guidance on employee relations matters. </li> <li>Oversee recruitment, onboarding and retention activities. </li> <li>Drive leadership development and management capability programmes. </li> <li>Revie"
Hampshire,1933676,Senior HR / ER Advisor - 12+ months FTC,OUT_SPECIALIST,specialist/senior title boundary,"£40k–£50,000",HR / Recruitment,"<p><strong>Senior HR / ER Advisor</strong></p> <p><strong>12+ months FTC (maternity cover) - starting ASAP</strong></p> <p><strong>Southampton with hybrid working (3 office days per week)</strong></p> <p><strong>Salary to £50,000 + superb benefits and contract completion bonus</strong></p> <p>Henlee Resourcing is working in partnership with this niche professional services company with a base in Southampton to recruit an experienced Senior HR /ER Advisor for an initial 12 months FTC to cover for maternity starting ASAP. Hybrid working (3 office days per week), flexibility plus great benefits and working environment are offered.</p> <p>The purpose of the role is to provide a first-class HR se"
Hampshire,1937365,HR Advisor / Generalist,OUT_SPECIALIST,specialist/senior title boundary,£30k–£40k,HR / Recruitment,"<p><b>HR Advisor / Generalist</b></p> <p><b>Location: </b>Ringwood, Hampshire</p> <p><b>Salary: </b>£35,000 - £40,000 DoE + Profit Share and Benefits</p> <p><b>Hours: </b>37.5 hours per week</p> <p><b>The Role</b></p> <p>This is an excellent opportunity for someone seeking a varied and hands on HR role within a small but busy team. Working closely with the HR Manager, you will be involved in all aspects of HR, including employment relations casework, recruitment, supporting and guiding managers, training, absence management, contractual change and updating policies and procedures.</p> <p>As an HR Advisor / Generalist, you will work closely with all areas of the business and play a key role i"
Hampshire,1937339,Senior HR Adviser - Hampshire - 3 mnth FTC - &;40k FTE,OUT_SPECIALIST,specialist/senior title boundary,£30k–£40k,HR / Recruitment,"<p>We're working with a lovely company looking to recruit an experienced Senior HR Adviser for an initial 3-month FTC, with potential to extend and potentially lead to a longer-term opportunity.<br /> This is a standalone, hands-on HR role, so you'll need to be confident managing all aspects of day-to-day HR, with support available when required.</p> <p>Key Responsibilities:</p> <ul> <li>Manage day-to-day HR administration and compliance</li> <li>Update the HR system, including leavers and employee changes</li> <li>Assist with payroll and overtime</li> <li>Handle ER matters including disciplinaries and redundancies</li> <li>Provide advice on HR queries and policies</li> <li>Maintain accurate"
Hampshire,1945021,HR Advisor,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p>Are you an HR professional looking for a broad and varied role within a growing, people-focused organisation? CMA Recruitment Group is partnering with a well-established professional services business based in Southampton to recruit an HR Advisor.</p> <p>This is an excellent opportunity to join a collaborative HR team where you'll play a key role in supporting managers and employees across the full employee lifecycle. The business has built an inclusive culture that values professional development, employee wellbeing, and continuous improvement, making it an ideal environment for an HR professional looking to further develop their career.</p> <p><strong>What will the HR Advisor role invol"
Hampshire,1950274,HR Manager,OUT_SALARY,"annualised salary exceeds £50,000",">£50,000 OUT",HR / Recruitment,"<p><b> HR Manager (School Background a Bonus) </b></p> <p><b> Aldershot - Hybrid - 3 days office 2 days home </b></p> <p><b> £45,000-£55,000 </b></p> <p></p> <p><b> About the Client </b></p> <p> Our client is an established training organisation supporting local schools and approximately 300 employees. They offer a friendly, collaborative culture with a strong focus on employee wellbeing, development and working together as one team. </p> <p></p> <p><b> About the Job </b></p> <p> Reporting to the Director of Operations, you will provide hands on HR leadership during a period of transition, managing a small HR team and ensuring a high-quality service across the organisation. Duties will inclu"
Hampshire,1960533,HR Assistant,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,HR / Recruitment,"<p><strong>HR Assistant</strong></p> <p> <strong>Portsmouth Naval Base</strong></p> <p>I'm currently recruiting for an organised and proactive <strong>HR Assistant</strong> to join a busy HR team based at Portsmouth Naval Base. This is an excellent opportunity for someone with strong administrative skills who is looking to build on their HR experience within a fast-paced, multi-site environment.</p> <p>This role is heavily focused on <strong>HR administration</strong>, supporting the smooth day-to-day running of the HR function and ensuring employee records, systems, and processes are maintained accurately and efficiently.</p> <p><strong>Key Responsibilities</strong></p> <ul> <li>Provide day"
Hampshire,1959371,HR Advisor,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p>A fantastic opportunity has arisen for an experienced HR Advisor to join a welcoming and fast-paced organisation near Guildford on an initial 3-month temporary assignment. This is a great opportunity to join a supportive team with a positive and collaborative culture while providing both operational and project-based HR support.</p> <p>Must be immediately available.</p> <p>The Role</p> <p>Reporting into the HR team, you will be responsible for delivering a comprehensive HR advisory service across the business. The role offers a varied workload, balancing day-to-day HR activities with support on key people projects.</p> <p>Key Responsibilities</p> <ul> <li>Providing HR advice and guidance "
Hampshire,1947244,HR Business Partner,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p>A well-established Multi Site organisation is seeking a skilled interim Senior HR Advisor to join their team until the end of year. Based at their Head Office in Portsmouth, the organisation prides itself on fostering an inclusive, forward-thinking environment committed to excellence. This is a great opportunity for an experienced HR generalist to contribute to ongoing employee relations and HR systems improvements within a sector known for its positive influence on communities.</p> <p><strong>What will the HR Business Partner role involve?</strong></p> <ul> <li>Providing expert guidance on employee relations issues, including investigations and disciplinary procedures, to ensure fair and"
Hampshire,1937622,HR Administrator,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,HR / Recruitment,"<p><b>HR Administrator</b></p> <p><b>Location:</b> Ringwood, Hampshire</p> <p><b>Salary:</b> Up to £30,000 DoE + Profit Share and Benefits</p> <p><b>Hours:</b> Part-time considered, minimum of 22.5 hours per week, up to full-time 37.5 hours per week</p> <p><b>The Role</b></p> <p>This is an excellent opportunity for someone seeking a varied and hands on administration role within a small but busy HR team. Working closely with the HR Manager and Senior HR Coordinators, you will be involved in all aspects of HR administration, including supporting administration for recruitment, training, absence management, employment cases, contractual change and updating policies and procedures.</p> <p>As an"
Hampshire,1935606,HR Administrator,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,HR / Recruitment,"<p>Fantastic opportunity to work for an international organisation for an individual with HR Administration experience or a genuine desire to develop a career. </p> <p>The HR Administrator supports the People Team (3 people) by effectively managing administration and coordination across the employee lifecycle, including responsibility for monthly payroll processing (training provided if required).</p> <p>The position requires flexibility, good administration skills and an enthusiastic and dynamic approach to delivery of a wide variety of tasks.</p> <p><strong>HR Administrator </strong><strong>Benefits and Package:</strong></p> <ul> <li>09:00 - 17:30 (Monday to Friday)</li> <li>Free On Site P"
Hampshire,1906530,HR Advisor,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p>Some HR roles involve supporting a single business, working within established processes and handling the same issues day after day.</p> <p>This isn't one of them.</p> <p>I'm working with a growing HR consultancy that's helping ambitious organisations tackle everything from complex employee relations challenges and organisational change through to culture, engagement and people strategy.</p> <p>As part of a close-knit team, you'll gain exposure to a broad range of clients, industries and people challenges, giving you the opportunity to accelerate your development far beyond what many traditional HR Advisor roles can offer.</p> <p>This a fantastic opportunity for and experienced HR Advisor"
Hampshire,1899895,Recruitment Consultant,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p><strong>Recruitment Consultant - HR</strong></p> <p><strong>Southampton</strong></p> <p><strong>£27,937 - £38,423 + commission!</strong></p> <p></p> <p><strong>Welcome to Hays!</strong></p> <p>At Hays, we believe in being long-term partners with our people as well as our customers. With over 50 years' experience Hays operates in 16 countries within 6 core industries and a selection of local specialisms.</p> <p>Together, we are better together: we support, celebrate, and share with each other to create stronger outcomes for all. Launch your career with the world's leading specialist recruitment & workforce solution organisation. Join the Hays team!</p> <p></p> <p><strong>Your new office</s"
Hampshire,1893259,Temporary Recruitment Administrator,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,HR / Recruitment,"<p>This Temporary HR Administrator role will support the smooth running of day-to-day HR operations with efficient administrative duties. It's a hands-on position that ensures the team remains organised and on track.</p> <p><strong>Client Details</strong></p> <p>This role is working for a successful company based in Winchester.</p> <p><strong>Description</strong></p> <ul> <li>Manage and organise daily administrative tasks to support the team effectively.</li> <li>Maintain accurate records and update internal systems as required.</li> <li>Handle correspondence, including emails and phone calls, professionally.</li> <li>Coordinate and schedule interviews, ensuring all arrangements are in place"
Greater Manchester - Manchester & Salford,1866762,People Partners,OUT_SALARY,"annualised salary exceeds £50,000",">£50,000 OUT",HR / Recruitment,"<p><strong>Job Title:</strong> People Partners</p> <p><strong>Location:</strong> Oxford Road, Manchester</p> <p><strong>Salary: </strong>£47,389 - £58,225 per annum depending on experience</p> <p><strong>Job Type:</strong> Full time (1 FTE) - Permanent</p> <p><strong>Closing Date: </strong>25/09/2026</p> <p><strong>Join us as a People Partner at the University of Manchester.</strong></p> <p>We're looking for three People Partners to play a pivotal role within our People Directorate, working closely with Faculties and Professional Services to deliver high-quality, consistent people solutions.</p> <p>Acting as a trusted advisor and coach to senior leaders, you will shape and deliver initiative"
Greater Manchester - Manchester & Salford,107922866,Senior Recruitment Consultant,OUT_SPECIALIST,specialist/senior title boundary,£30k–£40k,HR / Recruitment,"<p><b> Senior Recruitment Consultant </b></p><p><b> Manchester </b></p><p><b> £35,000 - £38,000, plus uncapped commission </b></p> <p><b> About the Company </b></p> <p> Our client is a well-established specialist construction recruitment consultancy. They have built their track record across main contracting, civil engineering, project management and specialist trades over a long period and they have a loyal client base of contractors, consultancies and SMEs through click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?31Q%2fsvDzOVbfM8kLgdvXyzLuzHrBoDJZj"" width=""0"" height=""0"" />"
Greater Manchester - Manchester & Salford,1895182,Senior People Services Administrator,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,HR / Recruitment,"<p>You will deliver an effective and efficient People Services administration function to the People team and all Great Places colleagues, ensuring the accurate delivery of People processes across the employee lifecycle. You will act as the senior point of contact within the People Service Centre, providing quality assurance, supporting continuous improvement activities and supervising and developing a team of three People Services Administrators through day-to-day leadership, coaching and regular one-to-one (Great Conversation) meetings.</p> <p></p> <p><strong>What you'll be doing</strong></p> <ul> <li>Lead, supervise and develop a team of three People Services Administrators, ensuring work"
Greater Manchester - Manchester & Salford,107894639,Driving Recruitment Consultant,OUT_SPECIALIST,specialist/senior title boundary,"£40k–£50,000",HR / Recruitment,"Driving Recruitment Consultant<BR><BR>Wilson Recruitment<BR><BR> Build your desk. Grow your earnings. Progress your career.<BR><BR>Due to rapid and continued growth, Wilson Recruitment is looking for a driven, commercially minded Driving Recruitment Consultant to join our high-performing team in the North West.<BR>This role is perfect for a recruiter who thrives in a fast-paced sales environment, enjoys winning new busines click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?31Q%2fsvDzOVZ8ByMpqT6RDQkHb1FF8KLrj"" width=""0"" height=""0"" />"
Greater Manchester - Manchester & Salford,1909355,Roving Human Resources Manager,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p><strong>Hours</strong>: Full time</p> <p><strong>Pay</strong>: Up to £42,440 GBP gross per annual (additional allowances may apply during deployment)</p> <p><strong>Duration:</strong> Immediate start required. 3 months FTC with possibility of extension if funding is secured</p> <p><strong>Location</strong>: Manchester, UK (hybrid working available), with an expectation of up to 80% international travel/deployment as required by UK-Med. <em>(Open to candidates based in the UK or internationally, with a preference for UK-based candidates due to operational considerations.)</em></p> <p><strong>Can you provide strategic and operational HR leadership while supporting life-saving humanitarian r"
Greater Manchester - Manchester & Salford,1912252,HR Advisor,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p><strong>HR Advisor (Employee Relations)</strong></p> <p><strong> (9 Month Fixed-Term Contract)</strong></p> <p><strong>Location:</strong> Manchester or Luton<br /><strong>Hybrid Working:</strong> 3 days in the office, 2 days working from home<br /><strong>Full Time:</strong> 37.5 hours per week</p> <p>We're looking for an experienced HR Advisor (Employee Relations) to join our People Team on a 9-month fixed-term contract.</p> <p>This is an opportunity for an experienced ER professional who thrives in a fast-paced environment and enjoys managing complex employee relations matters across a diverse workforce. Working within a collaborative and highly experienced team, you'll provide pragmati"
Greater Manchester - Manchester & Salford,107830329,Recruitment Consultant,OUT_SPECIALIST,specialist/senior title boundary,£30k–£40k,Sales & Marketing,"<p><b>Job Title: </b>Recruitment Consultant (360)</p><p><b>Industry: </b>Food Manufacturing</p><p><b>Location: </b>Manchester City Centre</p><p><b>Salary:</b> £30,000 - £35,000(DOE) + Uncapped Commission + Bonuses </p><p><b>Work Type:</b> Hybrid (Tuesday & Friday WFH) </p><p><b>Hours:</b> Monday Thursday 8:30am-5pm, Friday 8:30am-3pm </p><p><br /></p><p><b>About the Company</b></p><p>Dunraven Recruitment is a specialist permanent recruitment business focused on the Food & Beverage Manufacturing Industry click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?vAYWCB8ag%2fh7M07LH9RV1eldYYfDH%2ftni"" width=""0"" height=""0"" />"
Greater Manchester - Manchester & Salford,1933560,Senior HR Business Partner,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p><strong>Senior HR Business Partner (Interim Assignment)</strong><br /><strong>Location:</strong> Manchester (with travel to Nottingham and London as required)<br /><strong>Contract Type:</strong> Temporary (3 months)<br /><strong>Daily Rate:</strong> £265 - £270<br /><strong>Working Pattern:</strong> Full Time (3 days per week onsite; flexibility for other operational sites)</p> <p><strong>The Opportunity</strong><br />Our client is seeking an experienced Senior HR Business Partner to provide immediate, hands-on support within a dynamic, multi-site physical distribution operation. This is a fantastic opportunity for an individual ready to make a significant impact from day one! The ideal "
Greater Manchester - Manchester & Salford,1933441,Recruitment Consultant,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p>Join our Manchester team as a Recruitment Consultant. Grow your career and change lives every day.</p> <p><strong>Client Details</strong></p> <p>Page makes it possible. You make it Page.</p> <p>With over 6,000 employees across 34 countries, Michael Page helps organisations find talent that makes a difference and supports people in building meaningful careers. For more than 50 years, we've combined deep market expertise, insight and long-term partnerships to create value for our customers.</p> <p>Our people are at the heart of our success. Inclusion shapes how we hire, develop and promote talent, creating an environment where everyone feels valued and supported. We foster a collaborative, "
Greater Manchester - Manchester & Salford,107990698,Recruitment Consultant,OUT_SPECIALIST,specialist/senior title boundary,"£40k–£50,000",Sales & Marketing,"Building a successful permanent desk is about more than filling vacancies, its about developing strong client relationships, creating opportunities and being properly rewarded for the results you deliver. As an Experienced Recruitment Consultant, youll have the freedom to grow your desk within an award-winning business where success is recognised and theres genuine scope to progress your career click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?G%2b5YiGNoEgpBGlMAq5hl%2bmj0KsDhcZ29n"" width=""0"" height=""0"" />"
Greater Manchester - Manchester & Salford,1960999,Learning & Development Coordinator,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,HR / Recruitment,"<p><strong>Job Title: </strong>Learning & Development Coordinator</p> <p><strong>Location:</strong> Sharston, Manchester M22 4SN</p> <p><strong>Salary</strong>: £15 per hour, depending on experience</p> <p><strong>Job type: </strong>Full time, Permanent </p> <p><strong>About us:</strong></p> <p>Established in 2000, Express Solicitors is an award-winning, no win no fee law firm specialising exclusively in personal injury claims. Headquartered in Manchester, we support clients nationwide across all areas of personal injury, including employers' liability, serious injury, clinical negligence, occupiers' and public liability, road traffic accidents and industrial disease.</p> <p>We are ranked 64"
Greater Manchester - Manchester & Salford,1958577,HR Systems Project Manager,OUT_SALARY,"annualised salary exceeds £50,000",">£50,000 OUT",HR / Recruitment,"<p>The HR Systems Project Manager will lead a key HR transformation project, supporting the transition, procurement and implementation of new HR systems across areas including HRIS, payroll and benefits. Working closely with senior stakeholders, they will coordinate the project end-to-end and ensure a smooth transition to the new systems and processes.</p> <p></p> <p><strong>Client Details</strong></p> <p>Our client is an established UK telecommunications business currently undergoing an exciting period of change and transformation. They offer a fast-paced and collaborative working environment, with this role providing the opportunity to work closely with senior stakeholders and play an impo"
Greater Manchester - Manchester & Salford,1958311,Human Resources Team Leader,BORDERLINE,description-led family signal needs advert review,missing/unknown,HR / Recruitment,"<p>We have an opportunity for a highly motivated HR professional leading a strong HR advice and support team. The team is focused on advising and supporting our managers and staff across the organisation to maximise the performance and positive impact of our people. You will ensure that the HR service is highly responsive to current and future corporate and regional business needs and priorities. You will be based in our highly regarded, Investors in People Platinum, HR team in Creative Support's friendly and accessible Head Office located in Stockport town centre.</p> <p>You will promote the highest levels of internal and external customer care, positive person-centred values and a respectf"
Greater Manchester - Manchester & Salford,1958096,Human Resources Officer,BORDERLINE,description-led family signal needs advert review,missing/unknown,HR / Recruitment,"<p>An exciting new opportunity has become available to join our dynamic, fast-paced, hardworking HR team to deliver efficient human resource services for a Stockport town centre based charity.</p> <p>We are looking for a warm, professional, confident and articulate individual to deliver an efficient HR service and the highest standards of internal and external customer care to our employees nationally. Working from our busy Stockport Town Centre office you will ensure that rigorous personnel procedures are carried out in accordance with agency and stakeholder requirements. Additionally, you will advise and support senior staff in respect of welfare issues, ill health and attendance, capabili"
Greater Manchester - Manchester & Salford,1957040,HR Administrator,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,HR / Recruitment,"<p><strong>Job Title: </strong>HR Administrator</p> <p><strong>Location:</strong> Sharston, Manchester M22 4SN </p> <p><strong>Salary</strong>: £27,411.66 per annum</p> <p><strong>Job type: </strong>Full time, Permanent </p> <p><strong>About us:</strong></p> <p>Established in 2000, Express Solicitors is an award-winning, no win no fee law firm specialising exclusively in personal injury claims. Headquartered in Manchester, we support clients nationwide across all areas of personal injury, including employers' liability, serious injury, clinical negligence, occupiers' and public liability, road traffic accidents and industrial disease.</p> <p>We are ranked 64th in The Lawyer UK Top 200, out o"
Greater Manchester - Manchester & Salford,1956972,HR Administrator,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,HR / Recruitment,"<p>As an HR Administrator in Manchester, you'll play a key role in keeping the Human Resources department running smoothly. From handling administrative tasks to supporting HR processes, you'll ensure everything stays organised and on track in the industrial and manufacturing industry.</p> <p><strong>Client Details</strong></p> <p>This role is within the industrial and manufacturing industry, based in Manchester.</p> <p><strong>Description</strong></p> <ul> <li>Maintain and update employee records accurately and efficiently.</li> <li>Assist with recruitment processes, including coordinating interviews and managing correspondence.</li> <li>Support onboarding activities, such as preparing cont"
Greater Manchester - Manchester & Salford,1959103,HR Advisor,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p><strong>HR Advisor</strong></p> <p>An exciting opportunity has arisen to join a global business as HR Consultant. This business is a leading HR Consultancy, who are looking for a HR expert to deliver service via platforms such as Microsoft Teams in order to support clients in dealing with formal meetings with their employees - conducting and advising on consultancy, capability, disciplinary, grievance and appeal issues as well as investigations and settlement negotiations. You will join them onsite five days a week in vibrant office in Manchester City. This is a permanent role that offers £35K + benefits. </p> <p></p> <p><strong>Job Purpose</strong></p> <p>We are looking for personable an"
Greater Manchester - Manchester & Salford,1947072,HR Advisor,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p>As an HR Advisor, based in Manchester, you'll handle the day-to-day HR operations, offering support and guidance across the organisation. This role is essential in ensuring smooth HR processes and compliance within the not-for-profit industry.</p> <p><strong>Client Details</strong></p> <p>This role is within the not-for-profit sector, located in Manchester.</p> <p><strong>Description</strong></p> <ul> <li>Provide expert advice and guidance to managers on employment legislation, organisational policies, procedures, and HR best practice, enabling them to effectively manage employee relations matters including performance, attendance, disciplinary, grievance, and consultation processes.</li>"
Greater Manchester - Manchester & Salford,1911810,HR Service Centre Manager,BORDERLINE,description-led family signal needs advert review,missing/unknown,HR / Recruitment,"<p>Your new company <br />This is an exciting opportunity to join a large, complex and values-driven organisation with a strong focus on delivering outstanding people services. The organisation is committed to continuous improvement, digital transformation and providing a high-quality employee experience. Working within a collaborative HR function, you will play a key role in supporting operational excellence and driving service improvements across a diverse workforce.</p> <p>Your new role <br />This role is a 12-month fixed-term contract. Reporting to a senior HR leader, you will lead a busy HR Service Centre responsible for delivering a full employee lifecycle service. You will oversee ser"
Greater Manchester - Manchester & Salford,1911721,HR Advisor,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p>Are you an experienced HR Advisor looking for an exciting new challenge? </p> <p><strong>About the Role</strong> </p><p>Your responsibilities will include</p> <p>The main purpose of this role is to support the HR function across the organization. You will manage recruitment campaigns, support onboarding and provide HR advise and guidance to staff and managers.</p> <p>You will support in managing the recruitment cycle from requirement through to selection and onboarding to meet business needs.</p> <p>The role is heavily focused on recruitment activities, including writing and posting adverts, arranging and conducting interviews and selection of candidates through to onboarding.</p> <p> The"
Greater Manchester - Manchester & Salford,1909741,HR and Recruitment Manager,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p><b>HR and Recruitment Manager</b></p> <p><b>Location:</b> Salford, M6 6WF</p> <p><b>Salary:</b> £34,000 - £37,000 + Benefits</p> <p><b>Contract:</b> Full Time, Permanent</p> <p><b>About Us</b></p> <p>DLP Services Northern Ltd is a growing business with over 100 employees and ambitious plans for continued growth. As our workforce has expanded, we have recognised the need for a dedicated HR professional to lead and develop our people function, support our managers, and ensure we continue to provide a positive and compliant employee experience.</p> <p>We are now seeking an experienced and proactive <b>HR & Recruitment Manager</b> to take ownership of the HR function and play a key role in su"
