month,normalised_title,slice,example_live_titles,total_adverts,days_active,first_day_seen,last_day_seen,average_adverts_per_active_day,peak_daily_count,unique_advertisers,unique_regions,unique_locations,top_advertisers,top_regions,first_five_day_average,last_five_day_average,first_vs_last_five_day_change_pct,trend_label,top_advertiser_share_pct
2026-07,academic and vocational support worker,unclassified,Academic and Vocational Support Worker (6),6,6,2026-07-01,2026-07-06,1.0,1,1,1,1,University College Birmingham (6),unknown (6),1.0,0.0,-100.0,declining,100.0
2026-07,academic operations administrator,unclassified,Academic Operations Administrator (9),9,9,2026-07-21,2026-07-29,1.0,1,1,1,1,University of the Built Environment (9),Berkshire (9),0.0,0.6,100.0,growing,100.0
2026-07,academic quality and governance officer,unclassified,Academic Quality and Governance Officer (11),11,11,2026-07-20,2026-07-30,1.0,1,1,1,1,University of the Built Environment (11),Berkshire (11),0.0,0.8,100.0,growing,100.0
2026-07,academic services administrator - fixed term contract,unclassified,Academic Services Administrator - Fixed Term Contract (2),2,2,2026-07-01,2026-07-02,1.0,1,1,1,1,BIMM University (2),Essex (2),0.4,0.0,-100.0,declining,100.0
2026-07,academy manager health and social care,unclassified,Academy Manager Health and Social Care (4),4,4,2026-07-27,2026-07-30,1.0,1,1,1,1,Derby College (4),East Midlands (4),0.0,0.8,100.0,growing,100.0
2026-07,academy physiotherapist,unclassified,Academy Physiotherapist (13),13,13,2026-07-15,2026-07-27,1.0,1,1,1,1,Brighton and Hove Albion Football Club (13),Sussex (13),0.0,0.2,100.0,growing,100.0
2026-07,academy psychology manager,unclassified,Academy Psychology Manager (7),7,7,2026-07-10,2026-07-16,1.0,1,1,1,1,Brighton & Hove Albion Football Club (7),Sussex (7),0.0,0.0,0.0,stable,100.0
2026-07,access arrangements and examination administrator,unclassified,Access Arrangements and Examination Administrator (12),12,12,2026-07-11,2026-07-22,1.0,1,1,1,1,Havant and South Downs College (HSDC) (12),Hampshire (12),0.0,0.0,0.0,stable,100.0
2026-07,accident & emergency nurse,unclassified,Accident & Emergency Nurse (20),20,20,2026-07-12,2026-07-31,1.0,1,1,1,1,Bluestones Medical Recruitment Limited (20),North Wales - West (20),0.0,1.0,100.0,growing,100.0
2026-07,accident and emergency nurse,unclassified,Accident and Emergency Nurse (11),11,11,2026-07-06,2026-07-17,1.0,1,1,1,1,Bluestones Medical Recruitment Limited (11),North Wales - East (11),0.0,0.0,0.0,stable,100.0
2026-07,accommodation & homelessness support worker,unclassified,Accommodation & Homelessness Support Worker (13),13,13,2026-07-18,2026-07-30,1.0,1,1,1,1,Reed (13),Greater Manchester - Manchester & Salford (13),0.0,0.8,100.0,growing,100.0
2026-07,accommodation support worker,unclassified,Accommodation Support Worker (3),3,3,2026-07-25,2026-07-27,1.0,1,1,1,1,The Society of St James (3),Hampshire (3),0.0,0.2,100.0,growing,100.0
2026-07,accommodation support worker - part time,unclassified,Accommodation Support Worker - Part time (3),3,3,2026-07-25,2026-07-27,1.0,1,1,1,1,The Society of St James (3),Hampshire (3),0.0,0.2,100.0,growing,100.0
2026-07,account coordinator,unclassified,Account Coordinator (17),17,17,2026-07-01,2026-07-30,1.0,1,1,1,1,Reed (17),unknown (17),1.0,0.8,-20.0,stable,100.0
2026-07,account executive - dermatology,unclassified,Account Executive - Dermatology (12),12,12,2026-07-09,2026-07-20,1.0,1,1,1,1,Evolve Selection Ltd (12),Hertfordshire (12),0.0,0.0,0.0,stable,100.0
2026-07,"account manager (healthcare technology) - hybrid working - £47,000pa",unclassified,"Account Manager (Healthcare Technology) - Hybrid Working - £47,000pa (15)",15,15,2026-07-01,2026-07-15,1.0,1,1,1,1,Ashdown Group (15),unknown (15),1.0,0.0,-100.0,declining,100.0
2026-07,account manager hybrid working (2 days per week in office) - £47kpa plus benefits,unclassified,Account Manager Hybrid Working (2 days per week in office) - £47kpa plus benefits (12),12,12,2026-07-01,2026-07-12,1.0,1,1,1,1,Ashdown Group (12),unknown (12),1.0,0.0,-100.0,declining,100.0
2026-07,"account manager, nhs regional healthcare, uk public sector healthcare",unclassified,"Account Manager, NHS Regional Healthcare, UK Public Sector Healthcare (3)",3,3,2026-07-02,2026-07-07,1.0,1,1,1,1,Amazon (3),unknown (3),0.2,0.0,-100.0,declining,100.0
2026-07,accounts & administration assistant,unclassified,Accounts & Administration Assistant (8),8,8,2026-07-02,2026-07-14,1.0,1,1,1,1,Si Recruitment (8),Yorkshire - North (8),0.2,0.0,-100.0,declining,100.0
2026-07,accounts & business coordinator,unclassified,Accounts & Business Coordinator (3),3,3,2026-07-29,2026-07-31,1.0,1,1,1,1,Office Angels (3),Scotland Central - Edinburgh & Lothians (3),0.0,0.6,100.0,growing,100.0
2026-07,accounts & office administrator,unclassified,Accounts & Office Administrator (3),3,3,2026-07-29,2026-07-31,1.0,1,1,1,1,Bucks and Berks Recruitment (3),Buckinghamshire (3),0.0,0.6,100.0,growing,100.0
2026-07,accounts admin,unclassified,Accounts Admin (20),20,20,2026-07-01,2026-07-20,1.0,1,1,1,1,Gleeson Recruitment Group (20),Staffordshire (20),1.0,0.0,-100.0,declining,100.0
2026-07,accounts administration,unclassified,Accounts Administration (62),62,26,2026-07-01,2026-07-30,2.38,4,1,3,5,Reed (62),Hampshire (36); Berkshire (16); Wiltshire (10),1.0,3.2,220.0,growing,100.0
2026-07,accounts administration assistant,unclassified,Accounts Administration Assistant (2),2,2,2026-07-23,2026-07-24,1.0,1,1,1,1,HR Star Consulting Ltd (2),Dorset (2),0.0,0.0,0.0,stable,100.0
2026-07,accounts administrator,admin_service,Accounts Administrator (199),199,31,2026-07-01,2026-07-31,6.42,10,13,13,17,Reed (41); Mitchell Adam (23); Office Angels (22); Hartley Resourcing (21); TN Recruits (20); ORP Recruitment (16); Huntress (13); JBD RECRUITMENT LIMITED (13); Robert Half (8); MP Recruitment (7),"Kent (37); London (25); Hertfordshire (23); Staffordshire (23); North East - Tyneside, Wearside & Northumberland (22); Hampshire (21); unknown (15); Yorkshire - West (8); Oxfordshire (7); Wales South - Swansea Bay (7)",9.4,3.0,-68.1,spike,20.6
2026-07,accounts administrator,finance_accounts,Accounts Administrator (199),199,31,2026-07-01,2026-07-31,6.42,10,13,13,17,Reed (41); Mitchell Adam (23); Office Angels (22); Hartley Resourcing (21); TN Recruits (20); ORP Recruitment (16); Huntress (13); JBD RECRUITMENT LIMITED (13); Robert Half (8); MP Recruitment (7),"Kent (37); London (25); Hertfordshire (23); Staffordshire (23); North East - Tyneside, Wearside & Northumberland (22); Hampshire (21); unknown (15); Yorkshire - West (8); Oxfordshire (7); Wales South - Swansea Bay (7)",9.4,3.0,-68.1,spike,20.6
2026-07,accounts administrator (dartford),unclassified,Accounts Administrator (Dartford) (2),2,2,2026-07-08,2026-07-09,1.0,1,1,1,1,Pearson Whiffin Recruitment Ltd (2),Kent (2),0.0,0.0,0.0,stable,100.0
2026-07,accounts administrator - redcar - temp ongoing,unclassified,Accounts Administrator - Redcar - Temp Ongoing (3),3,3,2026-07-29,2026-07-31,1.0,1,1,1,1,Office Angels (3),North East - Tees Valley (3),0.0,0.6,100.0,growing,100.0
2026-07,accounts administrator - temp to contract- office based,unclassified,Accounts Administrator - Temp to Contract- Office Based (2),2,2,2026-07-30,2026-07-31,1.0,1,1,1,1,Reed (2),Scotland West - Lanarkshire (2),0.0,0.4,100.0,growing,100.0
2026-07,accounts administrator wfh 3 days dover £28k,unclassified,Accounts Administrator WFH 3 days Dover £28k (1),1,1,2026-07-21,2026-07-21,1.0,1,1,1,1,Office Angels (1),Kent (1),0.0,0.0,0.0,stable,100.0
2026-07,accounts administrator- sage 50 experience,unclassified,Accounts Administrator- Sage 50 experience (2),2,2,2026-07-08,2026-07-09,1.0,1,1,1,1,Office Angels (2),Kent (2),0.0,0.0,0.0,stable,100.0
2026-07,accounts and legal administrator,unclassified,Accounts and Legal Administrator (6),6,6,2026-07-01,2026-07-06,1.0,1,1,1,1,Tony Alan Recruitment (6),London (6),1.0,0.0,-100.0,declining,100.0
2026-07,accounts and office assistant,unclassified,Accounts and Office Assistant (30),30,30,2026-07-01,2026-07-30,1.0,1,1,1,1,RECRUITMENTiQ (30),Berkshire (30),1.0,0.8,-20.0,stable,100.0
2026-07,accounts and office assistant (maternity cover),finance_accounts,Accounts and Office Assistant (maternity cover) (9),9,9,2026-07-01,2026-07-09,1.0,1,1,1,1,Airborne UK (9),Berkshire (9),1.0,0.0,-100.0,declining,100.0
2026-07,accounts and office manager,unclassified,Accounts and Office Manager (10),10,10,2026-07-21,2026-07-30,1.0,1,1,1,1,Rubicon Recruitment (10),Dorset (10),0.0,0.8,100.0,growing,100.0
2026-07,accounts manager,unclassified,Accounts Manager (2),2,2,2026-07-30,2026-07-31,1.0,1,1,1,1,Reed (2),Cheshire - West (2),0.0,0.4,100.0,growing,100.0
2026-07,accounts practice - audit senior,unclassified,Accounts Practice - Audit Senior (2),2,2,2026-07-01,2026-07-02,1.0,1,1,1,1,Ashdown Group (2),Yorkshire - North (2),0.4,0.0,-100.0,declining,100.0
2026-07,accounts/office assistant,unclassified,Accounts/Office Assistant (9),9,9,2026-07-01,2026-07-09,1.0,1,1,1,1,Hales Group (9),Suffolk (9),1.0,0.0,-100.0,declining,100.0
2026-07,accuracy checking technician,unclassified,Accuracy Checking Technician (12),12,12,2026-07-09,2026-07-20,1.0,1,1,1,1,Evolve Selection Ltd (12),Kent (12),0.0,0.0,0.0,stable,100.0
2026-07,accuracy checking technician pharmacy manager,unclassified,Accuracy Checking Technician Pharmacy Manager (20),20,20,2026-07-07,2026-07-29,1.0,1,1,1,1,Dears Pharmacy Travel Clinic (20),unknown (20),0.0,0.6,100.0,growing,100.0
2026-07,acting partner/partner in development,unclassified,Acting Partner/Partner in Development (9),9,9,2026-07-21,2026-07-29,1.0,1,1,1,1,Specsavers (9),Kent (9),0.0,0.6,100.0,growing,100.0
2026-07,acting senior support worker,unclassified,Acting Senior Support Worker (2),2,2,2026-07-01,2026-07-02,1.0,1,1,1,1,Creative Support Ltd (2),unknown (2),0.4,0.0,-100.0,declining,100.0
2026-07,activities and wellbeing manager / lifestyle lead,unclassified,Activities and Wellbeing Manager / Lifestyle Lead (28),28,28,2026-07-01,2026-07-28,1.0,1,1,1,1,Care UK (28),Sussex (28),1.0,0.4,-60.0,declining,100.0
2026-07,activity coordinator,unclassified,Activity Coordinator (19),19,19,2026-07-10,2026-07-28,1.0,1,1,1,1,Cygnet Healthcare (19),Somerset (19),0.0,0.4,100.0,growing,100.0
2026-07,ad adult social care,unclassified,AD Adult Social Care (9),9,9,2026-07-22,2026-07-30,1.0,1,1,1,1,Venn Group (9),unknown (9),0.0,0.8,100.0,growing,100.0
2026-07,adhd nurse prescriber,unclassified,ADHD Nurse Prescriber (6),6,6,2026-07-10,2026-07-15,1.0,1,1,1,1,Day Webster (6),unknown (6),0.0,0.0,0.0,stable,100.0
2026-07,admin,unclassified,Admin (12),12,12,2026-07-02,2026-07-18,1.0,1,2,2,2,MPA Recruitment (8); Prospero Teaching (4),London (8); unknown (4),0.8,0.0,-100.0,declining,66.7
2026-07,admin & compliance coordinator,unclassified,Admin & Compliance Coordinator (44),44,25,2026-07-07,2026-07-31,1.76,2,2,1,1,Oakmoor Recruitment (25); Oakmoor Recruitment limited (19),Wales South - Cardiff & Vale (44),0.0,1.6,100.0,growing,56.8
2026-07,admin / customer service - temporary,unclassified,Admin / Customer Service - Temporary (1),1,1,2026-07-21,2026-07-21,1.0,1,1,1,1,Adecco (1),Suffolk (1),0.0,0.0,0.0,stable,100.0
2026-07,admin / despatch assistant,unclassified,Admin / Despatch assistant (3),3,3,2026-07-29,2026-07-31,1.0,1,1,1,1,Adecco (3),Essex (3),0.0,0.6,100.0,growing,100.0
2026-07,admin and finance assistant,unclassified,Admin and Finance Assistant (6),6,6,2026-07-02,2026-07-07,1.0,1,1,1,1,Wilts Promoting Partners (6),Wiltshire (6),0.8,0.0,-100.0,declining,100.0
2026-07,admin assistant,unclassified,Admin Assistant (44),44,24,2026-07-02,2026-07-31,1.83,3,7,6,6,Think Specialist Recruitment (14); Adecco (10); Apple Recruitment (8); The Recruitment Co. (6); Specsavers (4); Beaverbrooks (1); Acorn by Synergie (1),Northern Ireland - East (14); Hertfordshire (14); Essex (10); Sussex (4); Lancashire - Blackpool & Fylde (1); Wales South - Swansea Bay (1),1.6,1.2,-25.0,spike,31.8
2026-07,admin assistant - bank - care home,unclassified,Admin Assistant - Bank - Care Home (15),15,14,2026-07-01,2026-07-31,1.07,2,1,3,3,Barchester Healthcare (15),Surrey (10); Suffolk (3); Hertfordshire (2),0.4,1.0,150.0,growing,100.0
2026-07,admin assistant - care home,unclassified,Admin Assistant - Care Home (49),49,16,2026-07-15,2026-07-30,3.06,5,1,4,5,Barchester Healthcare (49),Scotland Central - Tayside (25); Oxfordshire (12); Somerset (6); North East - County Durham & Darlington/Hartlepool (6),0.0,1.2,100.0,growing,100.0
2026-07,admin assistant in slough,unclassified,Admin Assistant in Slough (6),6,6,2026-07-16,2026-07-21,1.0,1,1,1,1,Teaching Personnel (6),Berkshire (6),0.0,0.0,0.0,stable,100.0
2026-07,admin assistant pm shift 2pm-10pm,unclassified,Admin Assistant PM Shift 2pm-10pm (13),13,13,2026-07-03,2026-07-16,1.0,1,1,1,1,Foxes Recruitment Limited (13),Leicestershire (13),0.6,0.0,-100.0,declining,100.0
2026-07,admin assistant to the senior leadership team,unclassified,Admin Assistant to the Senior Leadership Team (5),5,5,2026-07-18,2026-07-22,1.0,1,1,1,1,Hays Specialist Recruitment Limited (5),Kent (5),0.0,0.0,0.0,stable,100.0
2026-07,admin clerk,unclassified,Admin Clerk (13),13,13,2026-07-16,2026-07-28,1.0,1,1,1,1,Corus Consultancy (13),Other / Unknown (13),0.0,0.4,100.0,growing,100.0
2026-07,admin officer ballymena 29th june start,unclassified,Admin Officer Ballymena 29th June Start (1),1,1,2026-07-02,2026-07-02,1.0,1,1,1,1,The Recruitment Co. (1),Northern Ireland - East (1),0.2,0.0,-100.0,declining,100.0
2026-07,admin officer belfast city centre 10th june start,admin_service,Admin Officer Belfast City Centre 10th June Start (2),2,2,2026-07-02,2026-07-03,1.0,1,1,1,1,The Recruitment Co. (2),London (2),0.4,0.0,-100.0,declining,100.0
2026-07,admin officer belfast city centre asap,admin_service,Admin Officer Belfast City Centre ASAP (6),6,6,2026-07-02,2026-07-07,1.0,1,1,1,1,The Recruitment Co. (6),London (6),0.8,0.0,-100.0,declining,100.0
2026-07,admin scheduler,admin_service,Admin Scheduler (18),18,8,2026-07-02,2026-07-09,2.25,3,2,2,2,Apple Recruitment (15); Riada Resourcing (3),Northern Ireland - West (10); Northern Ireland - East (8),1.4,0.0,-100.0,declining,83.3
2026-07,admin support (25/30 hours),unclassified,Admin Support (25/30 hours) (8),8,8,2026-07-02,2026-07-09,1.0,1,1,1,1,Hays (8),London (8),0.8,0.0,-100.0,declining,100.0
2026-07,admin support assistant,unclassified,Admin Support Assistant (12),12,12,2026-07-09,2026-07-24,1.0,1,1,1,1,NORTH DEVON DISTRICT COUNCIL (12),devon (12),0.0,0.0,0.0,stable,100.0
2026-07,admin support officer,unclassified,Admin Support Officer (7),7,7,2026-07-24,2026-07-30,1.0,1,1,1,1,Pertemps SSDC - DDT (7),North Wales - West (7),0.0,0.8,100.0,growing,100.0
2026-07,admin/book keeping assistant,unclassified,Admin/Book Keeping Assistant (23),23,23,2026-07-01,2026-07-23,1.0,1,1,1,1,Total Spectrum (23),Northamptonshire (23),1.0,0.0,-100.0,declining,100.0
2026-07,admininstrator,unclassified,Admininstrator (4),4,4,2026-07-17,2026-07-20,1.0,1,1,1,1,Recruit UK (4),Norfolk (4),0.0,0.0,0.0,stable,100.0
2026-07,administration,unclassified,Administration (32),32,20,2026-07-10,2026-07-29,1.6,2,1,2,2,Reed (32),Berkshire (20); unknown (12),0.0,0.6,100.0,growing,100.0
2026-07,administration & bookkeeping assistant,unclassified,Administration & Bookkeeping Assistant (29),29,29,2026-07-01,2026-07-30,1.0,1,1,1,1,Broadwood Resources Limited (29),Cheshire - East (29),1.0,0.8,-20.0,stable,100.0
2026-07,administration & operations manager - wealth management,unclassified,Administration & Operations Manager - Wealth Management (12),12,12,2026-07-16,2026-07-27,1.0,1,1,1,1,Brevere Group (12),unknown (12),0.0,0.2,100.0,growing,100.0
2026-07,administration & operations team manager,unclassified,Administration & Operations Team Manager (10),10,10,2026-07-21,2026-07-30,1.0,1,1,1,1,Randstad Construction & Property (10),London (10),0.0,0.8,100.0,growing,100.0
2026-07,administration & recruitment manager (3 month ftc),unclassified,Administration & Recruitment Manager (3 Month FTC) (10),10,10,2026-07-21,2026-07-30,1.0,1,1,1,1,Reed (10),Cambridgeshire (10),0.0,0.8,100.0,growing,100.0
2026-07,administration - summer office job,unclassified,Administration - Summer Office Job (15),15,15,2026-07-16,2026-07-30,1.0,1,1,1,1,Reed (15),Worcestershire (15),0.0,0.8,100.0,growing,100.0
2026-07,administration and bookkeeping assistant,unclassified,Administration and Bookkeeping Assistant (2),2,2,2026-07-01,2026-07-02,1.0,1,1,1,1,Fire Risk UK (2),Sussex (2),0.4,0.0,-100.0,declining,100.0
2026-07,administration and finance officer,admin_service,Administration and Finance Officer (1),1,1,2026-07-01,2026-07-01,1.0,1,1,1,1,Lincoln Anglican Academy Trust (1),Lincolnshire (1),0.2,0.0,-100.0,declining,100.0
2026-07,administration and finance officer,finance_accounts,Administration and Finance Officer (1),1,1,2026-07-01,2026-07-01,1.0,1,1,1,1,Lincoln Anglican Academy Trust (1),Lincolnshire (1),0.2,0.0,-100.0,declining,100.0
2026-07,administration assistant,admin_service,Administration Assistant (84),84,22,2026-07-10,2026-07-31,3.82,7,10,10,10,First Recruitment Services (15); New Ventures Recruitment Ltd (15); 2i Recruit Ltd (14); Adecco (14); Purely Recruitment Solutions (8); Future Engineering Recruitment Ltd (7); Brightwork Ltd (5); The Brendoncare Foundation (4); TIME Appointments Ltd (1); CISWO - The Coal Mining Charity (1),Sussex (15); Cheshire - Warrington & Halton (15); Surrey (14); Wales South - Swansea Bay (14); Wiltshire (8); unknown (7); Other / Unknown (5); Hampshire (4); Suffolk (1); Wales South - Valleys (1),0.0,4.8,100.0,growing,17.9
2026-07,administration assistant - check point torbay,unclassified,Administration Assistant - Check Point Torbay (2),2,2,2026-07-30,2026-07-31,1.0,1,1,1,1,The Children's Society (2),unknown (2),0.0,0.4,100.0,growing,100.0
2026-07,administration assistant - fixed term contract,unclassified,Administration Assistant - Fixed Term Contract (5),5,5,2026-07-23,2026-07-27,1.0,1,1,1,1,Isio (5),Greater Manchester - Manchester & Salford (5),0.0,0.2,100.0,growing,100.0
2026-07,administration assistant - manchester - 12 month contract,unclassified,Administration Assistant - Manchester - 12 Month Contract (13),13,13,2026-07-17,2026-07-29,1.0,1,1,1,1,Office Angels (13),Greater Manchester - Manchester & Salford (13),0.0,0.6,100.0,growing,100.0
2026-07,administration assistant - sustainability,unclassified,Administration Assistant - Sustainability (5),5,5,2026-07-11,2026-07-20,1.0,1,1,1,1,Powercor Ltd (5),Surrey (5),0.0,0.0,0.0,stable,100.0
2026-07,administration associate,unclassified,Administration Associate (7),7,7,2026-07-15,2026-07-21,1.0,1,1,1,1,Evlo (7),Wiltshire (7),0.0,0.0,0.0,stable,100.0
2026-07,administration coordinator,unclassified,Administration Coordinator (22),22,15,2026-07-17,2026-07-31,1.47,3,5,5,5,Adecco (14); Katie Bard (Angela Mortimer Plc) (3); Hays Specialist Recruitment Limited (2); Willmott Dixon (2); MSI Reproductive Choices UK (1),Sussex (14); West Midlands - Birmingham & Solihull (3); Surrey (2); unknown (2); Oxfordshire (1),0.0,1.6,100.0,growing,63.6
2026-07,administration manager,unclassified,Administration Manager (9),9,9,2026-07-01,2026-07-31,1.0,1,2,2,2,GXO Logistics (7); Reed (2),Yorkshire - South (7); London (2),1.0,0.4,-60.0,declining,77.8
2026-07,administration officer,unclassified,Administration Officer (37),37,9,2026-07-01,2026-07-09,4.11,6,4,6,7,The Recruitment Co. (20); OneSchool Global (8); Queen's University Belfast (8); Triumph Consultants (1),Northern Ireland - West (14); London (8); Lincolnshire (7); Northern Ireland - East (6); Surrey (1); Sussex (1),4.4,0.0,-100.0,declining,54.1
2026-07,administration officer - learning & development administrative support officer (stormont),admin_service,Administration Officer - Learning & Development Administrative Support Officer (Stormont) (6),6,6,2026-07-02,2026-07-07,1.0,1,1,1,1,The Recruitment Co. (6),London (6),0.8,0.0,-100.0,declining,100.0
2026-07,administration officer and property inspector,unclassified,Administration Officer and Property Inspector (2),2,2,2026-07-07,2026-07-08,1.0,1,1,1,1,MATCH RECRUITMENT LTD (2),Northamptonshire (2),0.0,0.0,0.0,stable,100.0
2026-07,administration support - chesterfield,unclassified,Administration Support - Chesterfield (13),13,13,2026-07-18,2026-07-30,1.0,1,1,1,1,Angard Staffing (13),Derbyshire (13),0.0,0.8,100.0,growing,100.0
2026-07,administration support assistant (aiu),unclassified,Administration Support Assistant (AIU) (5),5,5,2026-07-18,2026-07-22,1.0,1,1,1,1,Adecco (5),unknown (5),0.0,0.0,0.0,stable,100.0
2026-07,administration support officer - finance newry,admin_service,Administration Support Officer - Finance Newry (2),2,2,2026-07-02,2026-07-03,1.0,1,1,1,1,First Choice Selection Services (2),unknown (2),0.4,0.0,-100.0,declining,100.0
2026-07,administration team leader,unclassified,Administration Team Leader (5),5,5,2026-07-01,2026-07-20,1.0,1,2,2,2,Reed (3); IDEX Consulting Ltd (2),London (3); Yorkshire - West (2),0.4,0.0,-100.0,declining,60.0
2026-07,administration team leader - £39k + great perks!,unclassified,Administration Team Leader - £39k + Great Perks! (2),2,2,2026-07-16,2026-07-17,1.0,1,1,1,1,Office Angels (2),Dorset (2),0.0,0.0,0.0,stable,100.0
2026-07,administration team leader / senior operations administrator,unclassified,Administration Team Leader / Senior Operations Administrator (13),13,13,2026-07-18,2026-07-30,1.0,1,1,1,1,Airsys (UK) Ltd (13),Merseyside - Liverpool (13),0.0,0.8,100.0,growing,100.0
2026-07,administrative & communications officer,unclassified,Administrative & Communications Officer (8),8,8,2026-07-02,2026-07-09,1.0,1,1,1,1,Ulster University (8),London (8),0.8,0.0,-100.0,declining,100.0
2026-07,administrative and attendance officer,unclassified,Administrative and Attendance Officer (1),1,1,2026-07-15,2026-07-15,1.0,1,1,1,1,Newcastle City Council (1),"North East - Tyneside, Wearside & Northumberland (1)",0.0,0.0,0.0,stable,100.0
2026-07,administrative assistant,admin_service,Administrative Assistant (75),75,25,2026-07-02,2026-07-30,3.0,5,10,9,10,Law Support (16); Reed (14); Mid and East Antrim Borough Council (8); Derry GP Federation (8); Platinum Recruitment (8); LR Legal Recruitment (8); Essential Employment (6); Acorn by Synergie (5); TOTAL TECHNOLOGY (ENGINEERING) LIMITED (1); Babergh and Mid Suffolk District Council (1),Northern Ireland - East (16); Hampshire (16); unknown (16); London (8); Kent (6); North Wales - East (6); Somerset (5); North East - Tees Valley (1); Suffolk (1),2.4,1.6,-33.3,spike,21.3
2026-07,"administrative assistant (work from home, uk)",unclassified,"Administrative Assistant (Work from Home, UK) (1)",1,1,2026-07-15,2026-07-15,1.0,1,1,1,1,My VA business (1),Greater Manchester - Manchester & Salford (1),0.0,0.0,0.0,stable,100.0
